#########################################
# Scotland (SCO),  sco

Key,            Name
celtic,         Celtic FC
motherwell,     Motherwell FC
dundeeunited,   Dundee United
dundee,         Dundee FC
aberdeen,       Aberdeen FC
stjohnstone,    Saint Johnstone FC
invernessct,    Inverness CT
kilmarnock,     Kilmarnock FC
partickthistle, Partick Thistle
rosscounty,     Ross County FC
stmirren,       Saint Mirren FC
hamilton,       Hamilton Accies
