#######################################
# K-League 2013 Teams


# 14 teams

Key,         Name
busanipar,   Busan I'Park
dragons,     Chunnam Dragons
daegufc,     Daegu FC
dcfc,        Daejeon Citizen
gangwonfc,   Gangwon FC
gyeongnamfc, Gyeongnam FC
incheonutd,  Incheon United
jejeutd,     Jeju United
hyundaimotorsfc, Jeonbuk Motors
steelers,    Pohang Steelers
sifc,        Seongnam Ilhwa Chunma
fcseoul,     FC Seoul
bluewings,   Suwon Bluewings
uhfc,        Ulsan Hyundai
