################################
# Ukraine (UKR), ua

Key,          Name
kiew,         Dynamo Kiew      ## fix: rename key to dynamokyiv
donezk,       Shakhtar Donetsk
metalurh,     FC Metalurh Donetsk
metalist,     FC Metalist Kharkiv
dnipro,       FC Dnipro
poltava,      FC Vorskla Poltava
lviv,         FC Karpaty Lviv
simferopol,   SC Tavriya Simferopol
arsenalkyiv,  FC Arsenal Kyiv
