###########################
# Denmark (DEN), dk

Key,           Name
kobenhavn,     FC København
nordsjalland,  FC Nordsjælland
brondby,       Brøndby IF
aalborg,       Aalborg BK
hobro,         Hobro IK
midtjylland,   FC Midtjylland
aarhus,        AGF Aarhus
viborg,        Viborg FF
randers,       Randers FC
sonderjyske,   Sønderjysk Elitesport
odense,        Odense BK
esbjerg,       Esbjerg fB
horsens,       AC Horsens
